HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.Tag1,Answer.Tag2,Approve,Reject
38F60IALAG7YKFFUX7A50N6CNQQT0R,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:17:36 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:17:36 PST 2018,,,3IXQG4FA2UOJ677KNJ7FIOWZSQ89BY,AQS863BVGTZ14,Submitted,Thu Nov 29 17:57:46 PST 2018,Thu Nov 29 17:57:51 PST 2018,Sun Dec 02 17:57:51 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040670868496502785/pu/img/xZxUpFP1QhKJcW0R.jpg,property,6,,
38O9DZ0A62DZER7WGH6Q817D0G126B,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:41:29 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:41:29 PST 2018,,,3V5Q80FXIYH33SI8NHDUQIQ9YSN32B,AQS863BVGTZ14,Submitted,Thu Nov 29 20:52:49 PST 2018,Thu Nov 29 20:52:53 PST 2018,Sun Dec 02 20:52:53 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Di1Ry0rV4AA3Xwd.jpg,property,6,,
38RHULDV9Y51JR04W24MTBD7DEPWIF,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:21:35 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:21:35 PST 2018,,,34Z02EIMIT316ZDON9F7P71SVSR0TE,AQS863BVGTZ14,Approved,Sat Nov 24 16:56:04 PST 2018,Sat Nov 24 16:56:12 PST 2018,Tue Nov 27 16:56:12 PST 2018,2018-11-28 00:57:05 UTC,,,8,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040699341592158208/pu/img/H0_p_wm2DQ9hRWZa.jpg,property,6,,
391FPZIE4CCOVS0FVK70BBRVSL0HU9,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:28:21 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:28:21 PST 2018,,,3R2UR8A0IB6TQXERU4IF4BIG6SIXO9,AQS863BVGTZ14,Submitted,Thu Nov 29 18:35:06 PST 2018,Thu Nov 29 18:35:10 PST 2018,Sun Dec 02 18:35:10 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040754852224290816/pu/img/KXB1fWZHRm3T7AFq.jpg,property,6,,
391JB9X4ZYYWKAWES3JBXTQT7G1KMO,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:00 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:00 PST 2018,,,3VE8AYVF8NN95J0QNTNX1IS9NIJF8Y,AQS863BVGTZ14,Submitted,Thu Nov 29 18:54:13 PST 2018,Thu Nov 29 18:54:23 PST 2018,Sun Dec 02 18:54:23 PST 2018,,,,10,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040817264994410497/pu/img/pD4GBsU5SXSTiIp8.jpg,property,6,,
391JB9X4ZYYWKAWES3JBXTQT7G1MKQ,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:29:22 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:29:22 PST 2018,,,3MH9DQ757X2DHG3Y1GUKFVAALOAUGR,AQS863BVGTZ14,Submitted,Thu Nov 29 18:33:03 PST 2018,Thu Nov 29 18:33:10 PST 2018,Sun Dec 02 18:33:10 PST 2018,,,,7,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040779850586447873/pu/img/k6zZhXueRkEJI3kH.jpg,property,6,,
39I4RL8QGJ7PEU60GEGIY7T1T8D4HA,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:40:13 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:40:13 PST 2018,,,3JRJSWSMQIBVY8UOG18VSJZYVVDE3O,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 21:12:16 PST 2018,Thu Nov 29 21:12:21 PST 2018,Sun Dec 02 21:12:21 PST 2018,,,,5,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1043599366492024832/pu/img/Suvx_YJm09cqII5h.jpg,property,6,,
39KV3A5D18XBNQ2ZT6QO5XKDTLJ7SH,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:27:12 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:27:12 PST 2018,,,3OUYGIZWR8O3E7KH6S6NKX0V6QTP0N,AQS863BVGTZ14,Submitted,Thu Nov 29 18:29:46 PST 2018,Thu Nov 29 18:29:54 PST 2018,Sun Dec 02 18:29:54 PST 2018,,,,8,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040743713184665600/pu/img/jDJbd7Djn4A3fR6v.jpg,property,6,,
39N6W9XWRDDRC5P9LFM7TWL799XYGO,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:21:31 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:21:31 PST 2018,,,3KXIR214I56OLO1CNVID0NIFCRU244,AQS863BVGTZ14,Approved,Sat Nov 24 16:41:06 PST 2018,Sat Nov 24 16:41:14 PST 2018,Tue Nov 27 16:41:14 PST 2018,2018-11-28 00:42:05 UTC,,,8,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040699603316891648/pu/img/TEzd5VI-nd3W-Uaj.jpg,property,6,,
39N6W9XWRDDRC5P9LFM7TWL799YGY7,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:26:03 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:26:03 PST 2018,,,3MMN5BL1W0UTAWM1XZWE5R474WFM3U,AQS863BVGTZ14,Approved,Sun Nov 25 09:57:15 PST 2018,Sun Nov 25 09:57:21 PST 2018,Wed Nov 28 09:57:21 PST 2018,2018-11-28 17:58:05 UTC,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040737780429737985/pu/img/_jSY7imKFmqweBg-.jpg,property,6,,
39O0SQZVJNXZMB2MEHQJFNFH7J0R7D,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:34:23 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:34:23 PST 2018,,,3OCHAWUVGPAA06TCWCQMXU17MN9XKQ,AQS863BVGTZ14,Submitted,Thu Nov 29 20:42:49 PST 2018,Thu Nov 29 20:42:59 PST 2018,Sun Dec 02 20:42:59 PST 2018,,,,10,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041014234107146240/pu/img/uxeExx1cL4TgcPTI.jpg,property,6,,
39RRBHZ0AURAZSP96WNC74XJ2IQVZ2,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:36:10 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:36:10 PST 2018,,,358UUM7WR0T28V0G4JVL47AXFMOR7I,AQS863BVGTZ14,Submitted,Thu Nov 29 20:11:13 PST 2018,Thu Nov 29 20:11:18 PST 2018,Sun Dec 02 20:11:18 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041443501857300486/pu/img/hLv-3XOjEHEp0KQq.jpg,property,6,,
3AA88CN98PTWERLSB67MROD0GQFYKS,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:35:50 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:35:50 PST 2018,,,3Z2R0DQ0JI46DQY5C1UQ99U6PHDE2D,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 21:11:51 PST 2018,Thu Nov 29 21:12:00 PST 2018,Sun Dec 02 21:12:00 PST 2018,,,,9,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1041420602668720129/pu/img/jAq0zHyWz1KKWILJ.jpg,property,6,,
3ABAOCJ4R8UIVDU95838TF226MTMQI,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:29:52 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:29:52 PST 2018,,,3FQ5JJ512ME5OCF8U63DZSA9K9ZNKW,AQS863BVGTZ14,Submitted,Thu Nov 29 19:57:06 PST 2018,Thu Nov 29 19:57:12 PST 2018,Sun Dec 02 19:57:12 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040786758286405632/pu/img/chldQj1PVQTEi7jn.jpg,property,6,,
3AJA9FLWSCOZ85E96DUMPNR7IB0IF4,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:29:33 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:29:33 PST 2018,,,323Q6SJS8J62YU1JQXH3EVL8Q19HFF,AQS863BVGTZ14,Submitted,Thu Nov 29 19:57:58 PST 2018,Thu Nov 29 19:58:04 PST 2018,Sun Dec 02 19:58:04 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040783218566356992/pu/img/ebAUMUzUfDCaVZJ1.jpg,property,6,,
3B0MCRZMBRK3G4Q7XBGBAE6N6VIPPQ,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:30:43 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:30:43 PST 2018,,,3HUTX6F6VVDSPHBU6FXMELOKTJI2O4,AQS863BVGTZ14,Submitted,Thu Nov 29 18:48:17 PST 2018,Thu Nov 29 18:48:23 PST 2018,Sun Dec 02 18:48:23 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040792373670887425/pu/img/z188LZ27s8-oeq1G.jpg,property,6,,
3B6F54KMR22XC4NX4Q9F4NT0QZJS15,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:42 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:42 PST 2018,,,3RKNTXVS3NODQRWG0ABS651DOGAA49,AQS863BVGTZ14,Submitted,Thu Nov 29 18:48:23 PST 2018,Thu Nov 29 18:48:28 PST 2018,Sun Dec 02 18:48:28 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040837076411834373/pu/img/MuSoxJMsn0sXaxE8.jpg,property,6,,
3B9XR6P1WEL5QZMZJTTQIYFMGSXBJR,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:24:36 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:24:36 PST 2018,,,3JNQLM5FT5CKJW8XTNHUM4KQYECL25,AQS863BVGTZ14,Submitted,Thu Nov 29 17:56:39 PST 2018,Thu Nov 29 17:56:45 PST 2018,Sun Dec 02 17:56:45 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040717580095447041/pu/img/yuaeKzeNskZl7ONU.jpg,property,6,,
3B9XR6P1WEL5QZMZJTTQIYFMGSYJB0,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:43:02 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:43:02 PST 2018,,,3R3YRB5GRGTC7PQVFG2AJ9Z7NTZAUX,AQS863BVGTZ14,Submitted,Thu Nov 29 21:01:22 PST 2018,Thu Nov 29 21:01:26 PST 2018,Sun Dec 02 21:01:26 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_-DZwWwAA_Xjx.jpg,property,6,,
3BA7SXOG1JG3MP75OMIPTNBCI36R80,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:34:25 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:34:25 PST 2018,,,3NJM2BJS4XWN8ZFXI8Z7FY2WFFSCP5,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 20:55:34 PST 2018,Thu Nov 29 20:55:41 PST 2018,Sun Dec 02 20:55:41 PST 2018,,,,7,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1041016873066930176/pu/img/6YQL3rWg6wS-YTeG.jpg,property,6,,
3BC9H1KCYU2N9RF90KQPFZ7V3XNWYL,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:16:28 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:16:28 PST 2018,,,3TUI152ZZCDOL86E2OPCY79FGEN1QV,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 20:40:51 PST 2018,Thu Nov 29 20:41:29 PST 2018,Sun Dec 02 20:41:29 PST 2018,,,,38,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1040666208826122240/pu/img/KyPt-KjHczvEJkbH.jpg,property,6,,
3BCRDCM0ODKUV7BM5NCU8XT7HGMK6E,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:29:29 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:29:29 PST 2018,,,3WYGZ5XF3X524P7D22KZYMKF786SKC,AQS863BVGTZ14,Submitted,Thu Nov 29 18:38:44 PST 2018,Thu Nov 29 18:39:11 PST 2018,Sun Dec 02 18:39:11 PST 2018,,,,27,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040780763145404416/pu/img/TPYnZObeNYIMJ0cZ.jpg,property,6,,
3BFF0DJK8X2YLOZ669TPATCVII9STD,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:16:30 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:16:30 PST 2018,,,358010RM5FJOGHNOVG4TZ3CO2KRVXJ,AQS863BVGTZ14,Approved,Sat Nov 24 16:22:12 PST 2018,Sat Nov 24 16:22:32 PST 2018,Tue Nov 27 16:22:32 PST 2018,2018-11-28 00:23:05 UTC,,,20,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040666444281905155/pu/img/_Yat_spntsZjmxtX.jpg,property,6,,
3BFF0DJK8X2YLOZ669TPATCVIIATSF,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:37:45 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:37:45 PST 2018,,,3OE22WJIGJE4U5XC4CZW99ECRBKUQN,AQS863BVGTZ14,Submitted,Thu Nov 29 20:28:26 PST 2018,Thu Nov 29 20:28:31 PST 2018,Sun Dec 02 20:28:31 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041934296980877312/pu/img/JM2COv0m6dwhcbgm.jpg,property,6,,
3BJKPTD2QC2MK9ZTRKTKKJ7ZWGRRTP,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:14 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:14 PST 2018,,,30IQTZXKALW8NGM8SJG4EAMY8P30XN,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 18:46:24 PST 2018,Thu Nov 29 18:46:29 PST 2018,Sun Dec 02 18:46:29 PST 2018,,,,5,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1040798889702563841/pu/img/EiieTnemweXjaX8O.jpg,property,6,,
3BKZLF990ZPIPUJNOBRJNAP9FW6YQJ,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:22:06 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:22:06 PST 2018,,,3U84XHCDID3ERZ4OC2RRNYSMX0SZ48,AQS863BVGTZ14,Approved,Sat Nov 24 16:29:14 PST 2018,Sat Nov 24 16:29:21 PST 2018,Tue Nov 27 16:29:21 PST 2018,2018-11-28 00:30:05 UTC,,,7,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040702029012844544/pu/img/gLG4uhgABkQcjNqO.jpg,property,6,,
3BS6ERDL93XMH15CD6Q74KYHX7P6DN,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:23:15 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:23:15 PST 2018,,,31N2WW6R9SGN4MUKBCS1A1KY7WR3FU,AQS863BVGTZ14,Submitted,Thu Nov 29 18:57:01 PST 2018,Thu Nov 29 18:57:13 PST 2018,Sun Dec 02 18:57:13 PST 2018,,,,12,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040711233169772544/pu/img/A9RNA1hR0NvajoHK.jpg,property,6,,
3CIS7GGG659CBI9D5JZUQ8UI058EUQ,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:27:54 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:27:54 PST 2018,,,3S0TNUHWKU8C7ZMUWNS7DIPOB538DG,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 19:00:30 PST 2018,Thu Nov 29 19:00:39 PST 2018,Sun Dec 02 19:00:39 PST 2018,,,,9,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1040751810305118208/pu/img/GnwqYBGIdVDASYfN.jpg,property,6,,
3CZH926SIC4DUKFYQD8CD4WO1SL4EU,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:39:57 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:39:57 PST 2018,,,3F0BG9B9MQDB5WC2IENFC33UI93Y7R,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 20:50:53 PST 2018,Thu Nov 29 20:51:00 PST 2018,Sun Dec 02 20:51:00 PST 2018,,,,7,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1043197744427327488/pu/img/eDJ-Ckvyi3IkzreG.jpg,property,6,,
3D06DR52259Q8XNSGC6M3FNX247AMZ,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:22:06 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:22:06 PST 2018,,,3W8CV64QJ3PTXKA6NBHB4ZZXN3EH9N,AQS863BVGTZ14,Submitted,Thu Nov 29 19:54:57 PST 2018,Thu Nov 29 19:55:05 PST 2018,Sun Dec 02 19:55:05 PST 2018,,,,8,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040692307362758656/pu/img/JUSta4oxqiCmOQm_.jpg,property,6,,
3D0LPO3EABPF4I679YZFY5U90VQOY3,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:47:25 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:47:25 PST 2018,,,3X3OR7WPZ0QV5BAM94QVWVXTKE68LX,AQS863BVGTZ14,Submitted,Thu Nov 29 21:04:16 PST 2018,Thu Nov 29 21:04:30 PST 2018,Sun Dec 02 21:04:30 PST 2018,,,,14,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_20cJXgAAORW3.jpg,property,6,,
3D3B8GE892HIOHA0GMKEOO681R19PG,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:42:59 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:42:59 PST 2018,,,38F71OA9GUMOQ82UHUXG60T47N9FMN,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 21:00:05 PST 2018,Thu Nov 29 21:00:12 PST 2018,Sun Dec 02 21:00:12 PST 2018,,,,7,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/media/Dm__jeRX0AAZuc1.jpg,property,6,,
3D42WVSDH8LLY5TEAVGPBBLV8UXYFP,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:21:28 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:21:28 PST 2018,,,3NC5L260MPCCQBN6UACTY4I92NMFO0,AQS863BVGTZ14,Submitted,Thu Nov 29 17:46:29 PST 2018,Thu Nov 29 17:46:34 PST 2018,Sun Dec 02 17:46:34 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040699574451662853/pu/img/39ywk8MgHyZv55tT.jpg,property,6,,
3D5G8J4N5AUEDGGA04YULGW2HM3VTL,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:19:48 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:19:48 PST 2018,,,39JEC7537VR0DJCT4K86LQRE13RCVO,AQS863BVGTZ14,Submitted,Thu Nov 29 17:46:03 PST 2018,Thu Nov 29 17:46:13 PST 2018,Sun Dec 02 17:46:13 PST 2018,,,,10,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040682168035487745/pu/img/IMC7gzRV7lncStnU.jpg,property,6,,
3D5G8J4N5AUEDGGA04YULGW2HM4VTM,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:35:27 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:35:27 PST 2018,,,3FTOP5WARGE7SWHJBF13N1EJXROJ0I,AQS863BVGTZ14,Submitted,Thu Nov 29 19:51:54 PST 2018,Thu Nov 29 19:52:02 PST 2018,Sun Dec 02 19:52:02 PST 2018,,,,8,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041392777857097730/pu/img/-j0VoTn8jpZfynOB.jpg,property,6,,
3DA79LNS59LU17ERGUSO2L4JQ2B3TX,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:22:51 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:22:51 PST 2018,,,3U5JL4WY5LZPM449BK36QDCBP0UX49,AQS863BVGTZ14,Approved,Sat Nov 24 16:47:03 PST 2018,Sat Nov 24 16:47:12 PST 2018,Tue Nov 27 16:47:12 PST 2018,2018-11-28 00:48:05 UTC,,,9,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040705020084318208/pu/img/stkMAqGwuF3tI4B9.jpg,property,6,,
